vacc_id,vacc_name,vacc_vocab,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
2213451,"Live rotavirus vaccine, pentavalent (RV5), 3 dose schedule, for oral use",CPT4,rotavirus,,,,,,rotavirus live,,,,,
2213451,Vaccine for Rotavirus (3 dose schedule) for oral administration,CPT4,rotavirus,,,,,,,,,,,
2213452,"Live rotavirus vaccine (RV1), human, attenuated, 2 dose schedule, for oral use",CPT4,rotavirus,,,,,,rotavirus live,,,,,
2213452,Vaccine for Rotavirus (2 dose schedule) for oral administration,CPT4,rotavirus,,,,,,,,,,,
44923520,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],NDC,rotavirus,,,,,,,,,,,
36380391,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],NDC,rotavirus,,,,,,,,,,,
45110708,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],NDC,rotavirus,,,,,,,,,,,
44906588,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],NDC,rotavirus,,,,,,,,,,,
45056028,"rotavirus vaccine, live, oral KIT",NDC,rotavirus,,,,,,rotavirus live,,,,,
36227473,human-bovine reassortant rotavirus strain G1 vaccine / human-bovine reassortant rotavirus strain G2 vaccine / human-bovine reassortant rotavirus strain G3 vaccine / human-bovine reassortant rotavirus strain G4 vaccine / human-bovine reassortant rotavirus strain P1A[8] vaccine Oral Liquid Product,RxNorm,rotavirus,,,,,,,,,,,
36227474,human-bovine reassortant rotavirus strain G1 vaccine / human-bovine reassortant rotavirus strain G2 vaccine / human-bovine reassortant rotavirus strain G3 vaccine / human-bovine reassortant rotavirus strain G4 vaccine / human-bovine reassortant rotavirus strain P1A[8] vaccine Oral Product,RxNorm,rotavirus,,,,,,,,,,,
40150604,human-bovine reassortant rotavirus strain G1 vaccine / human-bovine reassortant rotavirus strain G2 vaccine / human-bovine reassortant rotavirus strain G3 vaccine / human-bovine reassortant rotavirus strain G4 vaccine / human-bovine reassortant rotavirus strain P1A[8] vaccine Oral Suspension,RxNorm,rotavirus,,,,,,,,,,,
529178,"rotavirus, live pentavalent (RV5) Oral Vaccine",RxNorm,rotavirus,,,,,,rotavirus live,,,,,
529178,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension,RxNorm,rotavirus,,,,,,,,,,,
19063533,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML [RotaTeq],RxNorm,rotavirus,,,,,,,,,,,
40150605,human-bovine reassortant rotavirus strain G1 vaccine / human-bovine reassortant rotavirus strain G2 vaccine / human-bovine reassortant rotavirus strain G3 vaccine / human-bovine reassortant rotavirus strain G4 vaccine / human-bovine reassortant rotavirus strain P1A[8] vaccine Oral Suspension [RotaTeq],RxNorm,rotavirus,,,,,,,,,,,
19130404,"RotaTeq, Rotavirus, live pentavalent (RV5) Oral Vaccine",RxNorm,rotavirus,,,,,,rotavirus live,,,,,
19130404,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],RxNorm,rotavirus,,,,,,,,,,,
19131938,"rotavirus, live attenuated (RV1) G1P[8] Oral Vaccine",RxNorm,rotavirus,,,,,,rotavirus live,,,,,
19131940,"Rotarix, Rotavirus, live attenuated (RV1) G1P[8] Oral Vaccine",RxNorm,rotavirus,,,,,,rotavirus live,,,,,
2213404,RABIES IG HEAT-TREATED HUMAN IM/SUBQ,CPT4,rabies,,,,,,,,,,,
759693,RABIES IG HEAT&SOLVENT/DETERGENT HUMAN IM&/SUBQ,CPT4,rabies,,,,,,,,,,,
2213449,RABIES VACCINE INTRAMUSCULAR,CPT4,rabies,,,,,,,,,,,
2213449,Vaccine for rabies injection into muscle,CPT4,rabies,,,,,,,,,,,
2213450,RABIES VACCINE INTRADERMAL,CPT4,rabies,,,,,,,,,,,
2213450,Vaccine for rabies injection into skin,CPT4,rabies,,,,,,,,,,,
40213205,Rabies - IM Diploid cell culture,CVX,rabies,,,,,,,,,,,
40213206,Rabies - IM fibroblast culture,CVX,rabies,,,,,,,,,,,
40213208,"rabies, intramuscular injection",CVX,rabies,,,,,,,,,,,
40213207,"rabies, intradermal injection",CVX,rabies,,,,,,,,,,,
40213209,"rabies, unspecified formulation",CVX,rabies,,,,,,,,,,,
2008320,Rabies vaccination,ICD9Proc,rabies,,,,,,,,,,,
1721526,rabies virus strain pm-1503-3m antigen (propiolactone inactivated) and water KIT,NDC,rabies,,,,,,,,,,,
36184707,rabies vaccine KIT,NDC,rabies,,,,,,,,,,,
834216,rabies vaccine KIT,NDC,rabies,,,,,,,,,,,
44439095,rabies vaccine KIT,NDC,rabies,,,,,,,,,,,
19133402,rabies virus vaccine flury-lep strain 2.5 UNT per 1 ML Injection,RxNorm,rabies,,,,,,,,,,,
19133406,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated 2.5 UNT per 1 ML Injection",RxNorm,rabies,,,,,,,,,,,
19133408,"Imovax Rabies, Wistar Rabies Virus Strain PM-1503-3M (Human) 2.5 UNT per 1 ML Injection",RxNorm,rabies,,,,,,,,,,,
19133412,Imogam Rabies-HT 150 UNT/ML in 2 ML Injection,RxNorm,rabies,,,,,,,,,,,
2213466,"Live measles, mumps and rubella (MMR) virus vaccine, for subcutaneous use",CPT4,measles,rubella,mumps,,,,measles live,rubella live,mumps live,,,
2213466,"Vaccine for measles, mumps, and rubella (German measles) injection beneath skin",CPT4,measles,rubella,mumps,,,,,,,,,
2213466,MEASLES MUMPS RUBELLA VIRUS VACCINE LIVE SUBQ,CPT4,measles,rubella,mumps,,,,measles live,rubella live,mumps live,,,
2213469,"Live measles, mumps, rubella, and varicella (MMRV) vaccine, for subcutaneous use",CPT4,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
2213469,"Vaccine for measles, mumps, rubella (German measles), and varicella (chicken pox) injection beneath skin",CPT4,measles,rubella,mumps,varicella,,,,,,,,
2213469,MEASLES MUMPS RUBELLA VARICELLA VACC LIVE SUBQ,CPT4,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
40213183,MMR,CVX,measles,rubella,mumps,,,,,,,,,
40213170,measles,CVX,measles,,,,,,,,,,,
40213184,MMRV,CVX,measles,rubella,mumps,varicella,,,,,,,,
2008321,Measles vaccination,ICD9Proc,measles,,,,,,,,,,,
2008334,Mmr administration,ICD9Proc,measles,rubella,mumps,,,,,,,,,
44889374,"measles, mumps, and rubella virus vaccine live 1000[TCID_50]/.5mL / 12500[TCID_50]/.5mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",NDC,measles,rubella,mumps,,,,measles live,rubella live,mumps live,,,
46332440,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",NDC,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
46330274,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",NDC,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
45127500,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",NDC,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
45161615,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",NDC,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
44466664,"measles, mumps, and rubella virus vaccine live 1000[TCID_50]/.5mL / 12500[TCID_50]/.5mL SUBCUTANEOUS INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION",NDC,measles,rubella,mumps,,,,measles live,rubella live,mumps live,,,
42799831,"measles, mumps, rubella and varicella virus vaccine live 0.5 ML Injection",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
42799831,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
42799825,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML [ProQuad]",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
42799832,"ProQuad Measles, Mumps, Rubella, and Varicella Virus Vaccine Live 0.5 ML Injection",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
42799832,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
46275136,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
46275137,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML / varicella-zoster virus vaccine live (Oka-Merck) strain 20000 UNT/ML Injection [ProQuad]",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
590675,"measles, live attenuated",RxNorm,measles,,,,,,measles live,,,,,
19115028,measles vaccine 1000 UNT per 0.5 ML Injectable Solution,RxNorm,measles,,,,,,,,,,,
19131658,"M-M-R II, Measles, Mumps, and Rubella Virus Vaccine Live 0.5 ML Injection",RxNorm,measles,rubella,mumps,,,,measles live,rubella live,mumps live,,,
19131656,"measles, mumps, and rubella virus vaccine live 0.5 ML Injection",RxNorm,measles,rubella,mumps,,,,measles live,rubella live,mumps live,,,
19131901,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella Virus Vaccine Live (Oka-Merck) strain 20000",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
19131902,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella Virus Vaccine Live (Oka-Merck) strain 20000",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
19131903,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML / Varicella Virus Vaccine Live (Oka-Merck) strain 20000",RxNorm,measles,rubella,mumps,varicella,,,measles live,rubella live,mumps live,varicella live,,
709848,"Detection of human papillomavirus (HPV), high-risk types (16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68) in male urine",CPT4,human papilomavirus,,,,,,,,,,,
709848,Test for detection of high-risk human papillomavirus in male urine,CPT4,human papilomavirus,,,,,,,,,,,
709848,HPV HIGH RISK TYPES MALE URINE,CPT4,human papilomavirus,,,,,,,,,,,
709848,"Human papillomavirus (HPV), high-risk types (ie, 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68), male urine | [Laboratory Procedure]",CPT4,human papilomavirus,,,,,,,,,,,
2109901,Simple electrodesiccation of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2109902,Simple cryosurgery of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2109903,Simple laser surgery of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2109904,Simple excision of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2109905,Extensive cryosurgery of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2109905,Extensive electrodesiccation of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2109905,Extensive laser surgery of papilloma of penis,CPT4,human papilomavirus,,,,,,,,,,,
2213435,Vaccine for human papilloma virus quadrivalent (3 dose schedule) injection into muscle,CPT4,human papilomavirus,,,,,,,,,,,
2213435,"Human Papillomavirus vaccine types 6, 11, 16, and 18, quadrivalent (4vHPV), 3 dose schedule, for intramuscular use",CPT4,human papilomavirus,,,,,,,,,,,
2213435,4VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE,CPT4,human papilomavirus,,,,,,,,,,,
2213436,"Human Papillomavirus vaccine types 16 and 18, bivalent (2vHPV), 3 dose schedule, for intramuscular use",CPT4,human papilomavirus,,,,,,,,,,,
2213436,Vaccine for human papilloma virus bivalent (3 dose schedule) injection into muscle,CPT4,human papilomavirus,,,,,,,,,,,
2213436,2VHPV VACCINE 3 DOSE SCHEDULE FOR IM USE,CPT4,human papilomavirus,,,,,,,,,,,
46257428,"Human Papillomavirus vaccine types 6, 11, 16, 18, 31, 33, 45, 52, and 58, nonavalent (9vHPV), 2 dose schedule, for intramuscular use",CPT4,human papilomavirus,,,,,,,,,,,
46257428,"Human Papillomavirus vaccine types 6, 11, 16, 18, 31, 33, 45, 52, and 58, nonavalent (9vHPV), 3 dose schedule, for intramuscular use",CPT4,human papilomavirus,,,,,,,,,,,
46257428,Vaccine for human papilloma virus nonavalent (3 dose schedule) injection into muscle,CPT4,human papilomavirus,,,,,,,,,,,
46257428,9VHPV VACC 2/3 DOSE SCHED IM USE,CPT4,human papilomavirus,,,,,,,,,,,
40213322,HPV9,CVX,human papilomavirus,,,,,,,,,,,
40213319,"HPV, bivalent",CVX,human papilomavirus,,,,,,,,,,,
40213320,"HPV, quadrivalent",CVX,human papilomavirus,,,,,,,,,,,
44923519,"human papillomavirus quadrivalent (types 6, 11, 16, and 18) vaccine, recombinant 20ug/.5mL / 40ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,human papilomavirus,,,,,,,,,,,
45008292,"human papillomavirus quadrivalent (types 6, 11, 16, and 18) vaccine, recombinant 20ug/.5mL / 40ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,human papilomavirus,,,,,,,,,,,
45862302,"human papillomavirus quadrivalent (types 6, 11, 16, and 18) vaccine, recombinant 20ug/.5mL / 40ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,human papilomavirus,,,,,,,,,,,
45247202,"human papillomavirus quadrivalent (types 6, 11, 16, and 18) vaccine, recombinant 20ug/.5mL / 40ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,human papilomavirus,,,,,,,,,,,
45905070,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection [Gardasil 9]",NDC,human papilomavirus,,,,,,,,,,,
45905388,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection [Gardasil 9]",NDC,human papilomavirus,,,,,,,,,,,
45902132,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection [Gardasil 9]",NDC,human papilomavirus,,,,,,,,,,,
45901161,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]",NDC,human papilomavirus,,,,,,,,,,,
45902133,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Prefilled Syringe [Gardasil 9]",NDC,human papilomavirus,,,,,,,,,,,
44466586,"human papillomavirus quadrivalent (types 6, 11, 16, and 18) vaccine, recombinant 20ug/.5mL / 40ug/.5mL INTRAMUSCULAR INJECTION, SUSPENSION",NDC,human papilomavirus,,,,,,,,,,,
42849302,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection [Gardasil 9]",NDC,human papilomavirus,,,,,,,,,,,
42873513,"human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.02 MG / human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.02 MG per 0.5 ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
42873514,"Cervarix Human Papillomavirus bivalent (types 16 and 18) vaccine, recombinant 0.5 ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
42873515,"human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.02 MG / human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.02 MG per 0.5 ML Injectable Suspension",RxNorm,human papilomavirus,,,,,,,,,,,
42873516,"Cervarix (Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.02 MG / Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.02 MG) per 0.5 ML Injectable Suspension",RxNorm,human papilomavirus,,,,,,,,,,,
42873516,"Cervarix Human Papillomavirus bivalent (types 16 and 18) vaccine, recombinant Injectable Suspension",RxNorm,human papilomavirus,,,,,,,,,,,
42903241,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe [Gardasil]",RxNorm,human papilomavirus,,,,,,,,,,,
36248865,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine / L1 protein, human papillomavirus type 45 vaccine / L1 protein, human papillomavirus type 52 vaccine / L1 protein, human papillomavirus type 58 vaccine / L1 protein, human papillomavirus type 6 vaccine Injectable Product",RxNorm,human papilomavirus,,,,,,,,,,,
42903288,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
45892510,"Gardasil 9, Human Papillomavirus 9-valent (Types 6,11,16,18,31,33,45,52,58) Vaccine, Recombinant 0.5 ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
45892506,"human papillomavirus 9-valent (types 6,11,16,18,31,33,45,52,58) vaccine, recombinant 0.5 ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
45892510,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
45892506,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML Injection",RxNorm,human papilomavirus,,,,,,,,,,,
45892511,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 31 vaccine / L1 protein, human papillomavirus type 33 vaccine / L1 protein, human papillomavirus type 45 vaccine / L1 protein, human papillomavirus type 52 vaccine / L1 protein, human papillomavirus type 58 vaccine / L1 protein, human papillomavirus type 6 vaccine Prefilled Syringe",RxNorm,human papilomavirus,,,,,,,,,,,
45892508,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.12 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 31 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 33 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 45 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 52 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 58 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.06 MG/ML [Gardasil 9]",RxNorm,human papilomavirus,,,,,,,,,,,
